UUID,Modified,Creator,Publisher,Title,DatasetURI,Description,TopicCategory,DateIssued,Formats,Links
f6a6b9c7-53ac-4409-a94a-c4378df49723,2017-03-01T19:21:05.738625,Mayors Office of Transportation and Utilities,City of Philadelphia,Complete Streets,complete-street-types,"The Complete Streets Layer combines the Street Types developed by the City Planning Commission’s Pedestrian and Bicycle Plan, with the Complete Streets Handbook of the Mayor’s Office of Transportation and Utilities. It allows developers, planners, engineers and community groups to easily identify their street type and associated pedestrian, bicycle and other travel priorities to be included during the planning of new streets or large developments.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Planning / Zoning, Transportation",2014-12-08T22:07:56.196014,"CSV, shp, KML, api, HTML","http://data-phl.opendata.arcgis.com/datasets/ed90e9016aab4c429cb7dd8aef2a87a3_0.csv, http://data-phl.opendata.arcgis.com/datasets/ed90e9016aab4c429cb7dd8aef2a87a3_0.zip, http://data-phl.opendata.arcgis.com/datasets/ed90e9016aab4c429cb7dd8aef2a87a3_0.kml, http://gis.phila.gov/ArcGIS/rest/services/PhilaGov/Street_Spec/MapServer, http://gis.phila.gov/arcgis/rest/services/PhilaGov/Street_Spec/MapServer/layers, http://metadata.phila.gov/#home/datasetdetails/5543867320583086178c4f34/representationdetails/55438ac09b989a05172d0d6a/"
f9db9b94-16bd-4d1c-aed9-f052fdf84559,2017-01-19T20:01:19.747747,Office of Innovation and Technology,City of Philadelphia,Building Footprints,buildings,"Planimetric Coverage containing the delineation of buildings or related structure outlines that represent the footprints of buildings within the City of Philadelphia. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Planning / Zoning, Real Estate / Land Records",2014-12-08T22:47:23.643861,"CSV, api, shp, geojson, HTML, KML","http://data.phl.opendata.arcgis.com/datasets/ab9e89e1273f445bb265846c90b38a96_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/LI_BUILDING_FOOTPRINTS/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/ab9e89e1273f445bb265846c90b38a96_0.zip, http://data.phl.opendata.arcgis.com/datasets/ab9e89e1273f445bb265846c90b38a96_0.geojson, http://metadata.phila.gov/#home/datasetdetails/5543864f20583086178c4ea5/representationdetails/581396f734a815c9365cf7fb/, http://data.phl.opendata.arcgis.com/datasets/ab9e89e1273f445bb265846c90b38a96_0.kml"
30ed9651-efd8-4970-ae75-c22d52dab2c8,2017-01-10T21:32:41.627040,Office of Innovation and Technology,City of Philadelphia,Accuplus Project Spring 2010,pa-city-of-philadelphia-accuplus-project-spring-2010,"Tiled orthogonal imagery of the City of Philadelphia created from nadir imagery. The data was originally collected for use in orthorectification of ortho mosaics and oblique delivery. 

The 2010 data was captured by Pictometry International between March 17 and May 5, 2010. The City of Philadelphia notes, ""Automatic aerial triangulation (AAT) was performed. The triangulated frames were rectified to a Pictometry Produced LiDAR derived DEM. Rectification: Ortho-rectification was performed using Inpho's OrthoMaster software. A LiDAR based DEM was used as the rectification surface.""

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Uncategorized,2014-12-08T21:54:44.140797,"HTML, XML, imagery","http://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PhiladelphiaCityMosaic2010.xml, http://www.pasda.psu.edu/pasda/UCI_Metadata/PhiladelphiaCityMosaic2010.xml, http://www.pasda.psu.edu/uci/PhiladelphiaAgreement.asp?File=http://www.pasda.psu.edu/philacity/data/PhiladelphiaCityMosaic2010.zip"
213bd2fb-ea46-44f4-a8d1-f8d6a82e3408,2017-01-06T19:21:17.971955,Streets Department,City of Philadelphia,Bike Network - Supporting Datasets,bike-network-supporting-datasets,"This dataset combines data from various City of Philadelphia departments in order to create a set of supporting documentation for bike network routing. Datasets include Bike Network, Connector Streets, Regional Routes, and Trails and Side paths. Each dataset has its own parameters, dates, and sources, and individuals are encouraged to view the metadata associated with this data. 
<br></br>
This dataset is experimental and remains a work in progress. Please use with caution. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Parks / Recreation, Transportation",2014-12-08T22:02:17.511409,"api, HTML","http://gis.phila.gov/ArcGIS/rest/services/Bike_Network_and_Supporting_Datasets/MapServer, http://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PhiladelphiaBikeNetwork_SupportingDatasets.xml, http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1026"
9a96bcdc-2970-44bb-ac8a-4059f3e759d1,2017-01-06T18:58:25.548056,Police Department,City of Philadelphia,Police Stations,police-stations,"Locations of Police Stations.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Public Safety,2015-01-30T17:32:47.980292,"shp, CSV, KML, geojson, api, HTML","http://data.phl.opendata.arcgis.com/datasets/7e522339d7c24e8ea5f2c7780291c315_0.zip, http://data.phl.opendata.arcgis.com/datasets/7e522339d7c24e8ea5f2c7780291c315_0.csv, http://data.phl.opendata.arcgis.com/datasets/7e522339d7c24e8ea5f2c7780291c315_0.kml, http://data.phl.opendata.arcgis.com/datasets/7e522339d7c24e8ea5f2c7780291c315_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Police_Stations/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/5543864720583086178c4e7f/representationdetails/55438a849b989a05172d0cff/, http://gis.phila.gov/arcgis/rest/services/PhilaGov/Police_Stations/MapServer"
6c2ff8b2-f8f5-4590-9a0e-4af1d916aea0,2017-01-05T20:37:08.585383,Streets Department,City of Philadelphia,Historic Streets,historic-streets,"To map older streets with historical value in the City of Philadelphia.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Planning / Zoning, Transportation",2015-06-09T07:17:26.585413,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/9409bce14c4e4768a11a8432e80bfa68_0.csv, http://data.phl.opendata.arcgis.com/datasets/9409bce14c4e4768a11a8432e80bfa68_0.kml, http://data.phl.opendata.arcgis.com/datasets/9409bce14c4e4768a11a8432e80bfa68_0.zip, http://data.phl.opendata.arcgis.com/datasets/9409bce14c4e4768a11a8432e80bfa68_0.geojson, https://www.arcgis.com/home/item.html?id=9409bce14c4e4768a11a8432e80bfa68, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Historic_Streets/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/b2c418f6e531486283f0c35a1104faee_0.csv, http://data.phl.opendata.arcgis.com/datasets/b2c418f6e531486283f0c35a1104faee_0.zip, http://data.phl.opendata.arcgis.com/datasets/b2c418f6e531486283f0c35a1104faee_0.kml, http://data.phl.opendata.arcgis.com/datasets/b2c418f6e531486283f0c35a1104faee_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Historic_Streets_Poly/FeatureServer/0/query?outFields=*&where=1%3D1"
de7ab433-1070-4d16-902a-2103ff5c66d9,2016-12-01T22:26:02.852546,"Lorimer Park, Pennypack Park, Pennypack Trust",Volunteer,Pennypack Park Trail Map,pennypack-park-trail-map,"This is a map of trails in Pennypack Park, Lorimer Park and Pennypack Trust located in Northeast Philadelphia and Montgomery County, PA. Trails were identified and collected using common GPS watches (Garmin, Polar, etc) GPX data and verifying trails visually using high res aerial imagery to accurately adjust to trails.
",,2016-12-01T22:09:27.452175,"shapefile, HTML","http://www.arcgis.com/home/item.html?id=8caeca8122e54b65b7bc04a24d3d0850#data, http://jasonsladinski.maps.arcgis.com/apps/webappviewer/index.html?id=8dd092b90db74fbdb71ffed204305fc0"
4b52fe3a-be92-4cfe-a38e-d9a784358b6d,2016-11-30T12:46:10.486742,City Commissioners,City of Philadelphia,Election Results,prior-year-election-results,"Data for both primary and general elections, 2002 - present.  Includes separate files for initial results and certified results.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Elections / Politics,2014-12-31T23:01:20.488883,"CSV, HTML","http://www.philadelphiavotes.com/files/raw-data/, http://www.philadelphiavotes.com/en/resources-a-data/ballot-box-app, http://metadata.phila.gov/#home/datasetdetails/5543867e20583086178c4f66/representationdetails/55438ace9b989a05172d0d80/"
8c4d3ac3-7559-4e5e-9f92-65ec250314b1,2016-11-28T07:06:13.895000,Office of Innovation and Technology,City of Philadelphia,Phila.gov Map,phila-gov-map,"Data from the Department of License and Inspections, Planning, Parks and Recreation, Heath, etc, can be viewed on this interactive map. Preset maps can be selected containing datasets from the following categories: Bike Network, Business, Construction, Gun Permit Appeals, Rental Licenses, Vacancy, Violations, and Zoning. Users can also overlay districts on the map, such as Census Tracts or Sanitation Districts. Additional datasets will be added over time. API access is available through the ArcGIS Server Map Services API interface.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Parks / Recreation, Real Estate / Land Records",2014-12-08T21:53:13.819743,"HTML, api","http://www.phila.gov/map/, http://gis.phila.gov/ArcGIS/rest/services/PhilaGov/"
787ccff6-fa8c-4f60-99cd-e4e8da051c5b,2016-11-28T07:05:51.657715,Records Department,City of Philadelphia,PhillyHistory.org,phillyhistory-org,"PhillyHistory.org is an online database of historic photographs and maps from the Philadelphia City Archives and four additional area institutions. A project of the City of Philadelphia Department of Records, the database contains images dating back to the 1850s and can be searched by geographic criteria such as address, intersection, place name, and neighborhood as well as keyword, date, collection, topics, and other criteria. Images and maps are associated with a location using the database's geocoding feature. Users can create a free account to save images, bookmark searches, and submit error reports.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Arts / Culture / History, Real Estate / Land Records, Transportation",2014-12-08T22:11:26.185443,"HTML, rss, KML","http://www.phillyhistory.org/PhotoArchive/, http://www.phillyhistory.org/PhotoArchive/StaticContent.aspx?page=Link%20Standards, http://www.phillyhistory.org/PhotoArchive/RssFeed.ashx, http://www.phillyhistory.org/PhotoArchive/Kml.ashx"
0dbf677e-f113-40f1-9a04-0ab8061b70ec,2016-11-28T07:05:14.099060,,City of Philadelphia,Philadelphia Base Maps,philadelphia-base-maps,"Four base maps of the Philadelphia area provided via MapServer. The base maps are:
<br></br>
Aerial 2010
<br>
GrayBase
<br>
Hybrid
<br>
MobileBase
<br></br>
MobileBase includes layers for highways, street names, railways, and other built structures.  

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Uncategorized,2014-12-08T21:58:43.438282,imagery,"http://gis.phila.gov/ArcGIS/rest/services/BaseMaps/Aerial2010/MapServer, http://gis.phila.gov/ArcGIS/rest/services/BaseMaps/GrayBase/MapServer, http://gis.phila.gov/ArcGIS/rest/services/BaseMaps/Hybrid/MapServer"
122731b2-77cf-4d5f-9f62-b5c1d100f79b,2016-11-28T07:03:58.487941,Philadelphia Parking Authority,City of Philadelphia,Airport Parking Availability,airport-parking-availability,"This simple read-only API exposes parking garage availability data (updated every few minutes) for the Philadelphia International Airport.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-05-19T17:29:17.667976,"HTML, api","http://phlapi.com/airportparking.html, https://api.phila.gov/airport-parking/v1/"
33c7ef38-bd6f-4d48-a8ed-217dd1f2620f,2016-11-28T07:02:44.573700,Fire Department,City of Philadelphia,Fire Department Facilities,philadelphia-fire-department-facilities,"Locations of Philadelphia Fire Department stations. Data originates from the City of Philadelphia Fire Department.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Public Safety,2014-12-08T22:24:29.467611,"shp, HTML, api, geojson, CSV, KML","http://data.phl.opendata.arcgis.com/datasets/341526186e014aa0aa3ef7e08a394a78_0.zip, http://metadata.phila.gov/#home/datasetdetails/5543867120583086178c4f2b/representationdetails/55438abb9b989a05172d0d62/, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Fire_Dept_Facilities/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/341526186e014aa0aa3ef7e08a394a78_0.geojson, http://data.phl.opendata.arcgis.com/datasets/341526186e014aa0aa3ef7e08a394a78_0.csv, http://data.phl.opendata.arcgis.com/datasets/341526186e014aa0aa3ef7e08a394a78_0.kml"
1ea958b1-9ddf-445b-b20c-cc2d76111ba9,2016-11-28T07:02:12.232988,Police Department,City of Philadelphia,Correctional Facilities,correctional-facilities,"These layers illustrate 10 correctional facilities in the City, administered by the Philadelphia Prisons System.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-06-09T20:24:46.113866,"HTML, CSV, KML, shp, geojson, api","http://metadata.phila.gov/#home/datasetdetails/55774240220d94f32b2107a6/representationdetails/56731bc259baa355023e2867/, http://metadata.phila.gov/#home/datasetdetails/55774240220d94f32b2107a6/representationdetails/557743e40095de8a30db4090/, http://data.phl.opendata.arcgis.com/datasets/f2ed9ba05302412991176013eda47007_0.csv, http://data.phl.opendata.arcgis.com/datasets/955eb7bc845d4b16ade05924fb235cf2_0.csv, http://data.phl.opendata.arcgis.com/datasets/f2ed9ba05302412991176013eda47007_0.kml, http://data.phl.opendata.arcgis.com/datasets/955eb7bc845d4b16ade05924fb235cf2_0.kml, http://data.phl.opendata.arcgis.com/datasets/f2ed9ba05302412991176013eda47007_0.zip, http://data.phl.opendata.arcgis.com/datasets/955eb7bc845d4b16ade05924fb235cf2_0.zip, http://data.phl.opendata.arcgis.com/datasets/f2ed9ba05302412991176013eda47007_0.geojson, http://data.phl.opendata.arcgis.com/datasets/955eb7bc845d4b16ade05924fb235cf2_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Correctional_Facilities/FeatureServer/0/query?outFields=*&where=1%3D1, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Correctional_Pts/FeatureServer/0/query?outFields=*&where=1%3D1"
ccab672b-b45e-48ea-a70c-55d0a86452d9,2016-11-28T07:01:07.470574,Public Health,City of Philadelphia,Condom Distribution Sites,condom-distribution-sites,"Street location and hours of stores and organizations that distribute PDPH Freedom Condom-branded condoms.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Health / Human Services,2015-04-24T13:50:17.907822,"CSV, api, shp, geojson, HTML, KML","http://data.phl.opendata.arcgis.com/datasets/85732a1de65741c0aadac960ef7f1ea3_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Condom_distribution_sites/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/85732a1de65741c0aadac960ef7f1ea3_0.zip, http://data.phl.opendata.arcgis.com/datasets/85732a1de65741c0aadac960ef7f1ea3_0.geojson, http://metadata.phila.gov/#home/datasetdetails/555a509d0ae7565761d9578b/representationdetails/555cdd12d63b640a048a08cc/, http://data.phl.opendata.arcgis.com/datasets/85732a1de65741c0aadac960ef7f1ea3_0.kml"
5cf68123-a994-4f1a-b5e8-2ce00340ca94,2016-11-28T07:00:33.810635,Public Health,City of Philadelphia,"Women, Infants & Children (WIC) Offices",wic-offices,"The Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) .

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-05-22T06:59:01.300783,"CSV, api, shp, geojson, HTML, KML","http://data.phl.opendata.arcgis.com/datasets/2458f233003e4d57be1aeff41abb0121_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/WIC_Offices/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/2458f233003e4d57be1aeff41abb0121_0.zip, http://data.phl.opendata.arcgis.com/datasets/2458f233003e4d57be1aeff41abb0121_0.geojson, http://metadata.phila.gov/#home/datasetdetails/557f30c7dcec614c29ce8b73/representationdetails/557f30e4c579ea311699bb50/, http://data.phl.opendata.arcgis.com/datasets/2458f233003e4d57be1aeff41abb0121_0.kml"
80b8d714-429b-4df8-9b5a-e0c9a1e0cff6,2016-11-28T06:58:41.848096,Streets Department,City of Philadelphia,Curbs,curb-edges,"This data includes curb edges with cartways and curb edges without cartways to represent travelways within the City of Philadelphia and it aids in placement of street centerline.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2014-12-08T22:52:01.251855,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/5d5a56685d32499d9c43a6d499864212_0.csv, http://data.phl.opendata.arcgis.com/datasets/5d5a56685d32499d9c43a6d499864212_0.kml, http://data.phl.opendata.arcgis.com/datasets/5d5a56685d32499d9c43a6d499864212_0.zip, http://data.phl.opendata.arcgis.com/datasets/5d5a56685d32499d9c43a6d499864212_0.geojson, https://www.arcgis.com/home/item.html?id=5d5a56685d32499d9c43a6d499864212, http://opendata.arcgis.com/datasets/0268272486bc4a4a88787d72e612c4f3_0.csv, http://opendata.arcgis.com/datasets/0268272486bc4a4a88787d72e612c4f3_0.kml, http://opendata.arcgis.com/datasets/0268272486bc4a4a88787d72e612c4f3_0.zip, http://opendata.arcgis.com/datasets/0268272486bc4a4a88787d72e612c4f3_0.geojson, https://www.arcgis.com/home/item.html?id=c610cfeca4b5448ea541f03a4de1f6ab, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Curbs/FeatureServer/0/query?outFields=*&where=1%3D1, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Curbs_No_Cartways/FeatureServer/0/query?outFields=*&where=1%3D1"
37d10bb4-8514-4a4e-8c08-89f21a4b0e73,2016-11-28T06:58:23.511120,Streets Department,City of Philadelphia,Track Streets,track-streets,"Street segments containing train tracks.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Planning / Zoning, Transportation",2015-09-21T16:37:09.733341,"CSV, KML, shp, HTML, geojson, api","http://data.phl.opendata.arcgis.com/datasets/474e6d9781a44135afa805fa985bc4ef_0.csv, http://data.phl.opendata.arcgis.com/datasets/474e6d9781a44135afa805fa985bc4ef_0.kml, http://data.phl.opendata.arcgis.com/datasets/474e6d9781a44135afa805fa985bc4ef_0.zip, http://metadata.phila.gov/#home/datasetdetails/555f8137f15fcb6c6ed44146/representationdetails/5571b1c7e4fb1d91393c21a2/, http://data.phl.opendata.arcgis.com/datasets/474e6d9781a44135afa805fa985bc4ef_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Tracks/FeatureServer/0/query?outFields=*&where=1%3D1"
b2fb3e23-b829-4a94-b66e-29039693059b,2016-11-28T06:57:16.711763,Office of Innovation and Technology,City of Philadelphia,Railroad Lines,railroad-lines,"This is one of the planimetric coverages developed as part of the aerial survey project of 1996 and updated using new aerial photography collected between 25 March 2004 and 23 April 2004.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-06-09T16:46:39.219713,"CSV, shp, HTML","http://gis.phila.gov/gisdata/ODP/GSG_Rail.csv, http://gis.phila.gov/gisdata/ODP/GSG_Rail.zip, http://metadata.phila.gov/#home/datasetdetails/5543866120583086178c4eea/representationdetails/55438aa19b989a05172d0d32/"
1d199721-a559-4328-aa31-c3558c5e55bf,2016-11-28T06:56:59.486573,Records Department,City of Philadelphia,Department of Records Property Parcels,property-parcels,"DOR Boundaries of real estate property parcels derived from legal recorded deed documents. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Real Estate / Land Records,2014-12-08T21:56:54.780656,"CSV, shp, HTML","http://gis.phila.gov/gisdata/ODP/DOR_Parcels.csv, http://gis.phila.gov/gisdata/ODP/DOR_Parcels.zip, http://metadata.phila.gov/#home/datasetdetails/5543867020583086178c4f2a/representationdetails/55438aba9b989a05172d0d61/"
f8bcc735-1455-406f-8788-3d506ee65a6b,2016-11-28T06:55:54.875648,Streets Department,City of Philadelphia,Highway Subsections,highway-subsections,"The subsection layer was developed to aid the Highway Division in the planning, organizing, and maintaining of the streets within each of the fifty-six sections.  Examples include: paving, snow removal, concrete maintenance, and the monitoring/repairing of ditches and potholes. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-06-09T07:36:48.532024,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/2693b2ecf87e4f789ec3f8901e939bcb_0.csv, http://data.phl.opendata.arcgis.com/datasets/2693b2ecf87e4f789ec3f8901e939bcb_0.kml, http://data.phl.opendata.arcgis.com/datasets/2693b2ecf87e4f789ec3f8901e939bcb_0.zip, http://data.phl.opendata.arcgis.com/datasets/2693b2ecf87e4f789ec3f8901e939bcb_0.geojson, https://www.arcgis.com/home/item.html?id=2693b2ecf87e4f789ec3f8901e939bcb, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Highway_Subsections_arc/FeatureServer/0/query?outFields=*&where=1%3D1, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Highway_Subsections/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/a81285f4822241499255b4aa63b91d2b_0.csv, http://data.phl.opendata.arcgis.com/datasets/a81285f4822241499255b4aa63b91d2b_0.kml, http://data.phl.opendata.arcgis.com/datasets/a81285f4822241499255b4aa63b91d2b_0.zip, http://data.phl.opendata.arcgis.com/datasets/a81285f4822241499255b4aa63b91d2b_0.geojson"
69bf5f6b-9e5a-4927-b48d-b9bf74a8b137,2016-11-28T06:55:19.583340,"Office of Innovation and Technology, Procurement Department",City of Philadelphia,Commodities Contracts,commodity-contract-data,"Commodities contracts are bid and awarded by the Procurement Department, for supplies, equipment, non-professional services, and public works.  Each data set includes information regarding contracts that were renewed or received payment during the given quarter.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Budget / Finance,2015-03-09T20:26:30.123356,"HTML, CSV","https://github.com/CityOfPhiladelphia/contracts/blob/gh-pages/commodities/data/README.md, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2014Q1.csv, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2014Q2.csv, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2014Q3.csv, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2014Q4.csv, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2015Q1.csv, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2015Q2.csv, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2015Q3.csv, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2015Q4.csv, https://raw.githubusercontent.com/CityOfPhiladelphia/contracts/gh-pages/commodities/data/FY2016Q1.csv"
8f9c418d-d6b3-4141-951a-af6d30e34938,2016-11-28T06:54:41.270342,Public Health,City of Philadelphia,Healthy Start Community Resource Centers,healthystart-crcs,"Street location, hours and contact information of PDPH-affiliated HealthyStart Community Resource Centers.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Health / Human Services,2015-04-24T13:51:21.670646,"CSV, api, shp, geojson, HTML, KML","http://data.phl.opendata.arcgis.com/datasets/133a6c3a074843c6ab62b51f31a114a8_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Healthy_Start_CRCs/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/133a6c3a074843c6ab62b51f31a114a8_0.zip, http://data.phl.opendata.arcgis.com/datasets/133a6c3a074843c6ab62b51f31a114a8_0.geojson, http://metadata.phila.gov/#home/datasetdetails/5554b3df944fa99e45287063/representationdetails/555d6294f9ee802a10006faf/, http://data.phl.opendata.arcgis.com/datasets/133a6c3a074843c6ab62b51f31a114a8_0.kml"
3903f6f9-474d-4b23-8048-01c7018ab575,2016-11-28T06:54:02.910081,Public Health,City of Philadelphia,Air Monitoring Stations,air-monitoring-stations,"Street location and types of pollutants sampled at each PDPH air monitoring station.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Health / Human Services,2015-04-24T13:46:27.485493,"api, CSV, shp, HTML, geojson, KML","https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Air_Monitoring_Stations/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/1839b35258604422b0b520cbb668df0d_0.csv, http://data.phl.opendata.arcgis.com/datasets/1839b35258604422b0b520cbb668df0d_0.zip, http://metadata.phila.gov/#home/datasetdetails/5554b3720eb18d837ab45ae2/representationdetails/5554b78cecbb7bb358453714/, http://data.phl.opendata.arcgis.com/datasets/1839b35258604422b0b520cbb668df0d_0.geojson, http://data.phl.opendata.arcgis.com/datasets/1839b35258604422b0b520cbb668df0d_0.kml"
732fd759-dad8-4fb9-bdb3-27981aff25dc,2016-11-28T06:53:44.354606,Public Health,City of Philadelphia,Ryan White HIV Treatment Centers,ryan-white-hiv-treatment-centers,"Street location, contact information and hours of PDPH-funded HIV Treatment Centers.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Health / Human Services,2015-04-24T13:52:21.286438,"CSV, api, shp, geojson, HTML, KML","http://data.phl.opendata.arcgis.com/datasets/35f143034f324ccdaf3a1a8a4c0e8f5f_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/RW_HIV_Treatment_Centers/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/35f143034f324ccdaf3a1a8a4c0e8f5f_0.zip, http://data.phl.opendata.arcgis.com/datasets/35f143034f324ccdaf3a1a8a4c0e8f5f_0.geojson, http://metadata.phila.gov/#home/datasetdetails/555a509c0ae7565761d95789/representationdetails/555d6c11e2f9e21021746ee0/, http://data.phl.opendata.arcgis.com/datasets/35f143034f324ccdaf3a1a8a4c0e8f5f_0.kml"
